allow_download_photo,author_pin,aweme_id,cid,collect_stat,comment_language,comment_post_item_ids,create_time,digg_count,image_list,is_author_digged,is_comment_translatable,is_high_purchase_intent,label_list,no_show,reply_comment,reply_comment_total,reply_id,reply_to_reply_id,share_info,sort_extra_score,sort_tags,status,stick_position,text,text_extra,trans_btn_style,user,user_buried,user_digged
True,False,7533712655182318861,7533725085472310047,0,un,,1754082076,922,,False,False,False,,False,,5,0,0,"{'acl': {'code': 0, 'extra': '{}'}, 'desc': 'Userssik’s comment: ', 'title': '8/1', 'url': 'https://m.tiktok.com/v/7533712655182318861.html?_d=hg6l0lm5b23md5&comment_author_id=7450275180842402859&preview_pb=0&share_comment_id=7533725085472310047&share_item_id=7533712655182318861&sharer_language=en-US&source=h5_m&u_code=0'}","{'reply_score': 0.000298, 'show_more_score': 0.026038}","{""top_list"":1}",1,0, [photo],[],0,"{'account_labels': None, 'ad_cover_url': None, 'advance_feature_item_order': None, 'advanced_feature_info': None, 'avatar_thumb': {'uri': 'musically-maliva-obj/1594805258216454', 'url_list': ['https://p16-common-sign-va.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0bf8984d&x-expires=1754614800&x-signature=Uyz3rzdhw8pBf0XfofL7nVY6pJs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p19-common-sign-va.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=51c2d0a4&x-expires=1754614800&x-signature=zSokza363hbcLTbXl8PDfhArpe4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p16-common-sign-va.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=8c67612c&x-expires=1754614800&x-signature=%2FbVOr7ST34EU%2BjhOnpIVTnNYOho%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8'], 'url_prefix': None}, 'bold_fields': None, 'can_message_follow_status_list': None, 'can_set_geofencing': None, 'cha_list': None, 'cover_url': None, 'custom_verify': '', 'enterprise_verify_reason': '', 'events': None, 'followers_detail': None, 'geofencing': None, 'homepage_bottom_toast': None, 'item_list': None, 'mutual_relation_avatars': None, 'need_points': None, 'nickname': 'Userssik', 'platform_sync_info': None, 'predicted_age_group': '', 'relative_users': None, 'search_highlight': None, 'sec_uid': 'MS4wLjABAAAAWHU1bHkialWRI2i_zq4WDf6b0b1G0W0LHso6snCD0xryhC0GQ3ILgLZeLOm9XyDM', 'shield_edit_field_info': None, 'type_label': None, 'uid': '7450275180842402859', 'unique_id': 'sscarjucvyn', 'user_profile_guide': None, 'user_tags': None, 'white_cover_url': None}",False,0
True,False,7533712655182318861,7533713512084030263,0,en,,1754079391,3158,,False,True,False,,False,,13,0,0,"{'acl': {'code': 0, 'extra': '{}'}, 'desc': 'Angie’s comment: This whole administration is rigged', 'title': '8/1', 'url': 'https://m.tiktok.com/v/7533712655182318861.html?_d=hg6l0lm5b23md5&comment_author_id=6827083025454302214&preview_pb=0&share_comment_id=7533713512084030263&share_item_id=7533712655182318861&sharer_language=en-US&source=h5_m&u_code=0'}","{'reply_score': 0.000309, 'show_more_score': 0.018407}","{""top_list"":1}",1,0,This whole administration is rigged,[],0,"{'account_labels': None, 'ad_cover_url': None, 'advance_feature_item_order': None, 'advanced_feature_info': None, 'avatar_thumb': {'uri': 'tos-useast5-avt-0068-tx/daeae772c5d3f806e4054164249361da', 'url_list': ['https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/daeae772c5d3f806e4054164249361da~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6f16e86b&x-expires=1754614800&x-signature=iTtCN9PMHkr42NEzuL6B5X1q1lA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/daeae772c5d3f806e4054164249361da~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d967f4c4&x-expires=1754614800&x-signature=s%2F8oxyHJDP2SLT%2BXphYWpIgMtmk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/daeae772c5d3f806e4054164249361da~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=31839b9e&x-expires=1754614800&x-signature=vNfCbENnY439edyJIeid5ofDLNI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8'], 'url_prefix': None}, 'bold_fields': None, 'can_message_follow_status_list': None, 'can_set_geofencing': None, 'cha_list': None, 'cover_url': None, 'custom_verify': '', 'enterprise_verify_reason': '', 'events': None, 'followers_detail': None, 'geofencing': None, 'homepage_bottom_toast': None, 'item_list': None, 'mutual_relation_avatars': None, 'need_points': None, 'nickname': 'Angie', 'platform_sync_info': None, 'predicted_age_group': '5', 'relative_users': None, 'search_highlight': None, 'sec_uid': 'MS4wLjABAAAA4gy88o6BwpOaZi9AYw1oJge6SX-d485rGbwh-BOgET8Ofa-ZrRwLudDCUmrCpwwz', 'shield_edit_field_info': None, 'type_label': None, 'uid': '6827083025454302214', 'unique_id': 'lv_ginger', 'user_profile_guide': None, 'user_tags': None, 'white_cover_url': None}",False,0
True,False,7533712655182318861,7533724939532649246,0,en,,1754082054,681,,False,True,False,,False,,6,0,0,"{'acl': {'code': 0, 'extra': '{}'}, 'desc': 'Dina Renee Designs’s comment: Cheaters think everyone is cheating', 'title': '8/1', 'url': 'https://m.tiktok.com/v/7533712655182318861.html?_d=hg6l0lm5b23md5&comment_author_id=7174430476488197162&preview_pb=0&share_comment_id=7533724939532649246&share_item_id=7533712655182318861&sharer_language=en-US&source=h5_m&u_code=0'}","{'reply_score': 0.000334, 'show_more_score': 0.01361}","{""top_list"":1}",1,0,Cheaters think everyone is cheating,[],0,"{'account_labels': None, 'ad_cover_url': None, 'advance_feature_item_order': None, 'advanced_feature_info': None, 'avatar_thumb': {'uri': 'tos-useast5-avt-0068-tx/e9604426c7b52292c08a763157c4ff01', 'url_list': ['https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/e9604426c7b52292c08a763157c4ff01~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=40808ef1&x-expires=1754614800&x-signature=2AuMCGod4Mwk5hWm1d0iM91qj5g%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/e9604426c7b52292c08a763157c4ff01~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4d700e20&x-expires=1754614800&x-signature=tIuaszscro3bYcl8%2BjN%2FRxoIBds%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/e9604426c7b52292c08a763157c4ff01~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=e8286fff&x-expires=1754614800&x-signature=uA9tbzbIYecHNvuEDphgUQCXUIc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8'], 'url_prefix': None}, 'bold_fields': None, 'can_message_follow_status_list': None, 'can_set_geofencing': None, 'cha_list': None, 'cover_url': None, 'custom_verify': '', 'enterprise_verify_reason': '', 'events': None, 'followers_detail': None, 'geofencing': None, 'homepage_bottom_toast': None, 'item_list': None, 'mutual_relation_avatars': None, 'need_points': None, 'nickname': 'Dina Renee Designs', 'platform_sync_info': None, 'predicted_age_group': '-1', 'relative_users': None, 'search_highlight': None, 'sec_uid': 'MS4wLjABAAAA3dgNhHwR64AxiN6DfKf009aoaD6gvbFSwr-fElkjuPLRnA9aUzEQCA_HrfJATm3C', 'shield_edit_field_info': None, 'type_label': None, 'uid': '7174430476488197162', 'unique_id': 'dinareneedesigns', 'user_profile_guide': None, 'user_tags': None, 'white_cover_url': None}",False,0
True,False,7533712655182318861,7533714299035665166,0,en,,1754079573,277,,False,True,False,,False,,4,0,0,"{'acl': {'code': 0, 'extra': '{}'}, 'desc': 'Casey’s comment: He rigs everything so of course he thinks people are doing it to him', 'title': '8/1', 'url': 'https://m.tiktok.com/v/7533712655182318861.html?_d=hg6l0lm5b23md5&comment_author_id=6820914240859276294&preview_pb=0&share_comment_id=7533714299035665166&share_item_id=7533712655182318861&sharer_language=en-US&source=h5_m&u_code=0'}","{'reply_score': 0.000234, 'show_more_score': 0.013001}","{""top_list"":1}",1,0,He rigs everything so of course he thinks people are doing it to him,[],0,"{'account_labels': None, 'ad_cover_url': None, 'advance_feature_item_order': None, 'advanced_feature_info': None, 'avatar_thumb': {'uri': 'tos-maliva-avt-0068/1a29ce3cf0f91606559e972104275e60', 'url_list': ['https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/1a29ce3cf0f91606559e972104275e60~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=533139ac&x-expires=1754614800&x-signature=mM6RFe%2BJQ8vLHnLSKSu%2BjumB8q4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p19-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/1a29ce3cf0f91606559e972104275e60~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=462fa732&x-expires=1754614800&x-signature=PPJ2286aRP%2Fp2vPt2stZ%2BHIA1%2FA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/1a29ce3cf0f91606559e972104275e60~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=bc1b7210&x-expires=1754614800&x-signature=UcUtp%2FPGrDdym%2BcFrZpCrPKnePc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8'], 'url_prefix': None}, 'bold_fields': None, 'can_message_follow_status_list': None, 'can_set_geofencing': None, 'cha_list': None, 'cover_url': None, 'custom_verify': '', 'enterprise_verify_reason': '', 'events': None, 'followers_detail': None, 'geofencing': None, 'homepage_bottom_toast': None, 'item_list': None, 'mutual_relation_avatars': None, 'need_points': None, 'nickname': 'Casey', 'platform_sync_info': None, 'predicted_age_group': '4', 'relative_users': None, 'search_highlight': None, 'sec_uid': 'MS4wLjABAAAAyoDM_4aQus0uZ32C0J1WKhUIn0MNSen2tTxKqmAj_bGE24u-RPwvbptCfdONaVxo', 'shield_edit_field_info': None, 'type_label': None, 'uid': '6820914240859276294', 'unique_id': 'caseygraca77', 'user_profile_guide': None, 'user_tags': None, 'white_cover_url': None}",False,0
True,False,7533712655182318861,7533713155651650318,0,en,,1754079307,3389,,False,True,False,,False,,16,0,0,"{'acl': {'code': 0, 'extra': '{}'}, 'desc': 'Velma Lowe’s comment: Of course he said that!', 'title': '8/1', 'url': 'https://m.tiktok.com/v/7533712655182318861.html?_d=hg6l0lm5b23md5&comment_author_id=6905319024768091141&preview_pb=0&share_comment_id=7533713155651650318&share_item_id=7533712655182318861&sharer_language=en-US&source=h5_m&u_code=0'}","{'reply_score': 7.3e-05, 'show_more_score': 0.007129}","{""top_list"":1}",1,0,Of course he said that!,[],0,"{'account_labels': None, 'ad_cover_url': None, 'advance_feature_item_order': None, 'advanced_feature_info': None, 'avatar_thumb': {'uri': 'tos-useast5-avt-0068-tx/7ec1576d148566c258490985160f285a', 'url_list': ['https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7ec1576d148566c258490985160f285a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f193ae99&x-expires=1754614800&x-signature=B2mVqY%2B26WX64C4fwVrJfd8I0Yc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p19-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7ec1576d148566c258490985160f285a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=18091562&x-expires=1754614800&x-signature=cUVDiuXmMVSek7UTCW3%2BP%2FXF4BM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7ec1576d148566c258490985160f285a~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=0238fa39&x-expires=1754614800&x-signature=RqYXXbJyp3fCREiEDmbs0JIczL4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8'], 'url_prefix': None}, 'bold_fields': None, 'can_message_follow_status_list': None, 'can_set_geofencing': None, 'cha_list': None, 'cover_url': None, 'custom_verify': '', 'enterprise_verify_reason': '', 'events': None, 'followers_detail': None, 'geofencing': None, 'homepage_bottom_toast': None, 'item_list': None, 'mutual_relation_avatars': None, 'need_points': None, 'nickname': 'Velma Lowe', 'platform_sync_info': None, 'predicted_age_group': '5', 'relative_users': None, 'search_highlight': None, 'sec_uid': 'MS4wLjABAAAAslpGA8OecYG1RhMr88_X39cjffFESwa82jicAr7RyvftFRs_yNRbDUe8mAIKPOGl', 'shield_edit_field_info': None, 'type_label': None, 'uid': '6905319024768091141', 'unique_id': 'vslowe2246', 'user_profile_guide': None, 'user_tags': None, 'white_cover_url': None}",False,0
True,False,7533712655182318861,7533713753189253901,0,en,,1754079447,704,,False,True,True,,False,,11,0,0,"{'acl': {'code': 0, 'extra': '{}'}, 'desc': 'Chelsea Hernandez’s comment: Everything is always rigged. How do people still buy into anything he says i dont get it.', 'title': '8/1', 'url': 'https://m.tiktok.com/v/7533712655182318861.html?_d=hg6l0lm5b23md5&comment_author_id=6895132486101353477&preview_pb=0&share_comment_id=7533713753189253901&share_item_id=7533712655182318861&sharer_language=en-US&source=h5_m&u_code=0'}","{'reply_score': 0.000568, 'show_more_score': 0.027706}","{""top_list"":1}",1,0,Everything is always rigged. How do people still buy into anything he says i dont get it.,[],0,"{'account_labels': None, 'ad_cover_url': None, 'advance_feature_item_order': None, 'advanced_feature_info': None, 'avatar_thumb': {'uri': 'tos-useast5-avt-0068-tx/9d43e40c101690d8586c87a20bfbd4da', 'url_list': ['https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/9d43e40c101690d8586c87a20bfbd4da~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7b79e177&x-expires=1754614800&x-signature=Xqjj7SZ6HZf6gWXSbiEI%2BKMrQ2Y%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/9d43e40c101690d8586c87a20bfbd4da~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1bf197b2&x-expires=1754614800&x-signature=3a%2BbQT065ZyHPH9Xvwwsy0AUPOU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/9d43e40c101690d8586c87a20bfbd4da~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=e7ed3550&x-expires=1754614800&x-signature=AqMZP28hFzh683Wo6jXQUT8MlSk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8'], 'url_prefix': None}, 'bold_fields': None, 'can_message_follow_status_list': None, 'can_set_geofencing': None, 'cha_list': None, 'cover_url': None, 'custom_verify': '', 'enterprise_verify_reason': '', 'events': None, 'followers_detail': None, 'geofencing': None, 'homepage_bottom_toast': None, 'item_list': None, 'mutual_relation_avatars': None, 'need_points': None, 'nickname': 'Chelsea Hernandez', 'platform_sync_info': None, 'predicted_age_group': '-1', 'relative_users': None, 'search_highlight': None, 'sec_uid': 'MS4wLjABAAAA8JGuZD7NSo8YJ65OOCHPV_s9h2gg5qvtltrqA9LfNrFvmPbZ3njlYK-nqyo7vgHk', 'shield_edit_field_info': None, 'type_label': None, 'uid': '6895132486101353477', 'unique_id': 'chelseahernandez161924', 'user_profile_guide': None, 'user_tags': None, 'white_cover_url': None}",False,0
True,False,7533712655182318861,7533718303798510367,0,en,,1754080497,787,,False,True,False,,False,,28,0,0,"{'acl': {'code': 0, 'extra': '{}'}, 'desc': 'Tamia Terell’s comment: A republican should NEVER ever be elected again. If we somehow get out of this mess', 'title': '8/1', 'url': 'https://m.tiktok.com/v/7533712655182318861.html?_d=hg6l0lm5b23md5&comment_author_id=6809800903165445126&preview_pb=0&share_comment_id=7533718303798510367&share_item_id=7533712655182318861&sharer_language=en-US&source=h5_m&u_code=0'}","{'reply_score': 0.000526, 'show_more_score': 0.093637}","{""top_list"":1}",1,0,A republican should NEVER ever be elected again. If we somehow get out of this mess,[],0,"{'account_labels': None, 'ad_cover_url': None, 'advance_feature_item_order': None, 'advanced_feature_info': None, 'avatar_thumb': {'uri': 'tos-useast5-avt-0068-tx/7352068057948225579', 'url_list': ['https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7352068057948225579~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=09a31e8d&x-expires=1754614800&x-signature=JZKY34A0CU0g6tp2tHAw7l%2BI3pY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7352068057948225579~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=49ba4fbb&x-expires=1754614800&x-signature=aCJLqtihXXhzWoY0gSnvgwaxpaQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7352068057948225579~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=5bc64ebe&x-expires=1754614800&x-signature=1cfEIC7x9LzqodmZB1ZJ12Mbvj4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8'], 'url_prefix': None}, 'bold_fields': None, 'can_message_follow_status_list': None, 'can_set_geofencing': None, 'cha_list': None, 'cover_url': None, 'custom_verify': '', 'enterprise_verify_reason': '', 'events': None, 'followers_detail': None, 'geofencing': None, 'homepage_bottom_toast': None, 'item_list': None, 'mutual_relation_avatars': None, 'need_points': None, 'nickname': 'Tamia Terell', 'platform_sync_info': None, 'predicted_age_group': '4', 'relative_users': None, 'search_highlight': None, 'sec_uid': 'MS4wLjABAAAAT0lv5gO5nj3sQFIcjWM5JtjR4bNSL5bnn-mVZQ826o-cCqqFHp93WFGoVUBWnx8e', 'shield_edit_field_info': None, 'type_label': None, 'uid': '6809800903165445126', 'unique_id': 'tamiaterell', 'user_profile_guide': None, 'user_tags': None, 'white_cover_url': None}",False,0
True,False,7533712655182318861,7533719733611496206,0,en,,1754080830,1233,,False,True,False,,False,,29,0,0,"{'acl': {'code': 0, 'extra': '{}'}, 'desc': 'WNY-GenX-Bish’s comment: He is a damn psycho. We will not survive 3.5 more years of this!', 'title': '8/1', 'url': 'https://m.tiktok.com/v/7533712655182318861.html?_d=hg6l0lm5b23md5&comment_author_id=6915078317423297542&preview_pb=0&share_comment_id=7533719733611496206&share_item_id=7533712655182318861&sharer_language=en-US&source=h5_m&u_code=0'}","{'reply_score': 0.000251, 'show_more_score': 0.051965}","{""top_list"":1}",1,0,He is a damn psycho. We will not survive 3.5 more years of this!,[],0,"{'account_labels': None, 'ad_cover_url': None, 'advance_feature_item_order': None, 'advanced_feature_info': None, 'avatar_thumb': {'uri': 'tos-useast5-avt-0068-tx/1eb6512b4b3183163fb330c334bb3d37', 'url_list': ['https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/1eb6512b4b3183163fb330c334bb3d37~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6a4f1818&x-expires=1754614800&x-signature=TCM5miqMdE7ZLZ0AHMOWfTGTIqk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/1eb6512b4b3183163fb330c334bb3d37~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=eadff230&x-expires=1754614800&x-signature=mI%2BzXtNRntWgginicP%2FEv6yyU14%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/1eb6512b4b3183163fb330c334bb3d37~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=c752bf15&x-expires=1754614800&x-signature=WbTOV%2Fqau77y1y9qyotL9giTxr8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8'], 'url_prefix': None}, 'bold_fields': None, 'can_message_follow_status_list': None, 'can_set_geofencing': None, 'cha_list': None, 'cover_url': None, 'custom_verify': '', 'enterprise_verify_reason': '', 'events': None, 'followers_detail': None, 'geofencing': None, 'homepage_bottom_toast': None, 'item_list': None, 'mutual_relation_avatars': None, 'need_points': None, 'nickname': 'WNY-GenX-Bish', 'platform_sync_info': None, 'predicted_age_group': '5', 'relative_users': None, 'search_highlight': None, 'sec_uid': 'MS4wLjABAAAAlOnnUrQleP-ipeOt8GuUBUXaCtUgzn4GP02_eySEJ5zAoC4_WaMopyHtwAUaUazU', 'shield_edit_field_info': None, 'type_label': None, 'uid': '6915078317423297542', 'unique_id': 'kristiebord', 'user_profile_guide': None, 'user_tags': None, 'white_cover_url': None}",False,0
True,False,7533712655182318861,7533717622606529294,0,en,,1754080346,224,,False,True,False,,False,,12,0,0,"{'acl': {'code': 0, 'extra': '{}'}, 'desc': 'ginjaninja’s comment: He also thinks gas prices are under $2 lol', 'title': '8/1', 'url': 'https://m.tiktok.com/v/7533712655182318861.html?_d=hg6l0lm5b23md5&comment_author_id=6801917993737454597&preview_pb=0&share_comment_id=7533717622606529294&share_item_id=7533712655182318861&sharer_language=en-US&source=h5_m&u_code=0'}","{'reply_score': 0.000302, 'show_more_score': 0.049969}","{""top_list"":1}",1,0,He also thinks gas prices are under $2 lol,[],0,"{'account_labels': None, 'ad_cover_url': None, 'advance_feature_item_order': None, 'advanced_feature_info': None, 'avatar_thumb': {'uri': 'tos-maliva-avt-0068/7332909255944896517', 'url_list': ['https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/7332909255944896517~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9e8a6e43&x-expires=1754614800&x-signature=FnwNcFTPaKyHa7jJGaD9scgXBvk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p19-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/7332909255944896517~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d8ec1fc7&x-expires=1754614800&x-signature=zFMoP9IW%2B72syAHG1N4JbEYu%2BoE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/7332909255944896517~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=00c87368&x-expires=1754614800&x-signature=GuUUh6mBYDPWrT7ltgLejSc9S%2F0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8'], 'url_prefix': None}, 'bold_fields': None, 'can_message_follow_status_list': None, 'can_set_geofencing': None, 'cha_list': None, 'cover_url': None, 'custom_verify': '', 'enterprise_verify_reason': '', 'events': None, 'followers_detail': None, 'geofencing': None, 'homepage_bottom_toast': None, 'item_list': None, 'mutual_relation_avatars': None, 'need_points': None, 'nickname': 'ginjaninja', 'platform_sync_info': None, 'predicted_age_group': '4', 'relative_users': None, 'search_highlight': None, 'sec_uid': 'MS4wLjABAAAAjiMRnl3vExkiWcgNnvfvEJofKox9mklFqKL9LQwQntei8EAME0rbsATz7nAa4Mnq', 'shield_edit_field_info': None, 'type_label': None, 'uid': '6801917993737454597', 'unique_id': 'ginjaninjabjj1', 'user_profile_guide': None, 'user_tags': None, 'white_cover_url': None}",False,0
True,False,7533712655182318861,7533729332902118161,0,en,,1754083093,88,,False,True,False,,False,,6,0,0,"{'acl': {'code': 0, 'extra': '{}'}, 'desc': 'PromoGal’s comment: It’s Biden’s fault! No, it’s Obama‘s! No, it’s Hillary‘s! No, it’s Epstein‘s! By the way, when are the Epstein files going to be released?', 'title': '8/1', 'url': 'https://m.tiktok.com/v/7533712655182318861.html?_d=hg6l0lm5b23md5&comment_author_id=7402728285609935877&preview_pb=0&share_comment_id=7533729332902118161&share_item_id=7533712655182318861&sharer_language=en-US&source=h5_m&u_code=0'}","{'reply_score': 0.000215, 'show_more_score': 0.011104}","{""top_list"":1}",1,0,"It’s Biden’s fault! No, it’s Obama‘s! No, it’s Hillary‘s! No, it’s Epstein‘s! By the way, when are the Epstein files going to be released?",[],0,"{'account_labels': None, 'ad_cover_url': None, 'advance_feature_item_order': None, 'advanced_feature_info': None, 'avatar_thumb': {'uri': 'tos-maliva-avt-0068/fcdb56959a7f655b84cb361612923e34', 'url_list': ['https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/fcdb56959a7f655b84cb361612923e34~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=782adef1&x-expires=1754614800&x-signature=H7wZZNfV%2BG5vVb2htD8v6otkntc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p19-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/fcdb56959a7f655b84cb361612923e34~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=334d8a4b&x-expires=1754614800&x-signature=xNDuJgUnJc8JtcOFWdKueLK5g6c%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/fcdb56959a7f655b84cb361612923e34~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=a8693f76&x-expires=1754614800&x-signature=Fx%2Fo5tMTK6jMwqrYbmbYTKLA%2Be8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8'], 'url_prefix': None}, 'bold_fields': None, 'can_message_follow_status_list': None, 'can_set_geofencing': None, 'cha_list': None, 'cover_url': None, 'custom_verify': '', 'enterprise_verify_reason': '', 'events': None, 'followers_detail': None, 'geofencing': None, 'homepage_bottom_toast': None, 'item_list': None, 'mutual_relation_avatars': None, 'need_points': None, 'nickname': 'PromoGal', 'platform_sync_info': None, 'predicted_age_group': '', 'relative_users': None, 'search_highlight': None, 'sec_uid': 'MS4wLjABAAAAxUwpFIjOsThQi6AqY_XSQwNCP74_8Ry8QaHyILCZe6sVLUF4iog_nut4dxbDz-tP', 'shield_edit_field_info': None, 'type_label': None, 'uid': '7402728285609935877', 'unique_id': 'promogal2', 'user_profile_guide': None, 'user_tags': None, 'white_cover_url': None}",False,0
